LOSS_NAME,NEG_SET,POOLING_MODE,CONCAT,NUM_LABELS,CONF_THRESHOLD,BATCH_SIZE,EPOCHS,LR,RELU,DROPOUT,MARGIN,MAX_TEST_ACC,MAX_ZERO_ACC
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.0,,0.9519,0.5
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.1,,0.9506,0.5
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.5,,0.9669,0.5
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.8,,0.9575,0.5
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.5,0.8,,0.9519,0.5643
SoftmaxLoss,other,max,CD,6,0.95,32,10,0.001,0.1,0.5,,0.9481,0.6212
SoftmaxLoss,other,max,CD,6,0.95,32,10,0.001,1.0,0.8,,0.9437,0.5415
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.1,0.2,,0.9156,0.6475
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,1.0,0.8,,0.9369,0.5927
SoftmaxLoss,other,max,CD,6,0.995,32,10,0.001,0.1,0.8,,0.8681,0.5
