LOSS_NAME,NEG_SET,POOLING_MODE,CONCAT,NUM_LABELS,CONF_THRESHOLD,BATCH_SIZE,EPOCHS,LR,RELU,DROPOUT,MARGIN,MAX_TEST_ACC,MAX_ZERO_ACC
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.0,0.2,0.6475,0.897
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.0,0.2,1.0,0.7582
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.0,0.2,1.0,0.8075
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.0,0.2,0.9994,0.8283
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.0,0.2,0.9994,0.7905
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.1,0.2,0.55,0.837
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.1,0.2,0.5131,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.1,0.2,0.5194,0.6105
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.1,0.2,0.5281,0.7847
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.1,0.2,0.5456,0.7805
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.2,0.2,0.5506,0.8525
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.2,0.2,0.5188,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.2,0.2,0.5413,0.806
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.2,0.2,0.5444,0.7572
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.2,0.2,0.5537,0.7943
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.5,0.2,0.5544,0.8895
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.5,0.2,0.4875,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.5,0.2,0.5119,0.7847
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.5,0.2,0.5331,0.8195
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.5,0.2,0.5306,0.7933
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.8,0.2,0.54,0.878
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.8,0.2,0.4875,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.8,0.2,0.4875,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.8,0.2,0.5156,0.5857
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.8,0.2,0.5375,0.7405
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.0,0.5,0.695,0.8908
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.0,0.5,0.9988,0.7658
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.0,0.5,0.9969,0.751
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.0,0.5,0.9988,0.7812
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.0,0.5,0.9956,0.79
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.1,0.5,0.5575,0.837
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.1,0.5,0.99,0.78
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.1,0.5,0.9712,0.7548
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.1,0.5,0.6831,0.7897
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.1,0.5,0.5506,0.854
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.2,0.5,0.5356,0.8525
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.2,0.5,0.9944,0.5317
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.2,0.5,0.9738,0.7582
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.2,0.5,0.6094,0.7853
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.2,0.5,0.585,0.804
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.5,0.5,0.5413,0.8895
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.5,0.5,0.5306,0.5188
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.5,0.5,0.5669,0.701
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.5,0.5,0.5375,0.7602
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.5,0.5,0.5587,0.8255
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.8,0.5,0.54,0.878
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.8,0.5,0.4875,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.8,0.5,0.535,0.5105
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.8,0.5,0.5169,0.8277
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.8,0.5,0.5312,0.7698
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.0,1.0,0.6594,0.8575
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.0,1.0,0.9994,0.781
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.0,1.0,0.9994,0.819
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.0,1.0,1.0,0.7728
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.0,1.0,1.0,0.791
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.1,1.0,0.5319,0.837
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.1,1.0,0.9944,0.5725
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.1,1.0,0.9938,0.75
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.1,1.0,0.9944,0.815
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.1,1.0,0.9956,0.7425
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.2,1.0,0.5356,0.8525
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.2,1.0,0.9925,0.597
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.2,1.0,0.9956,0.7943
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.2,1.0,0.9906,0.7382
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.2,1.0,0.9962,0.7415
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.5,1.0,0.5425,0.8895
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.5,1.0,0.9925,0.5
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.5,1.0,0.9881,0.774
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.5,1.0,0.995,0.8413
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.5,1.0,0.5619,0.7388
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.8,1.0,0.5625,0.878
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.8,1.0,0.5288,0.777
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.8,1.0,0.515,0.5717
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.8,1.0,0.5575,0.6843
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.8,1.0,0.5437,0.6883
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.0,2.0,0.9994,0.8205
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.0,2.0,0.9994,0.8602
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.0,2.0,0.9994,0.7575
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.0,2.0,1.0,0.7817
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.0,2.0,0.9994,0.784
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.1,2.0,0.5587,0.895
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.1,2.0,0.995,0.8085
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.1,2.0,0.9969,0.915
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.1,2.0,0.9988,0.869
ContrastiveLoss,delta,max,,,,32,10,0.001,1.0,0.1,2.0,0.9969,0.834
ContrastiveLoss,delta,max,,,,32,10,0.001,0.0,0.2,2.0,0.5637,0.8525
ContrastiveLoss,delta,max,,,,32,10,0.001,0.1,0.2,2.0,0.9981,0.6735
ContrastiveLoss,delta,max,,,,32,10,0.001,0.2,0.2,2.0,0.9969,0.6625
ContrastiveLoss,delta,max,,,,32,10,0.001,0.5,0.2,2.0,0.9981,0.7135
