LOSS_NAME,NEG_SET,POOLING_MODE,CONCAT,NUM_LABELS,CONF_THRESHOLD,BATCH_SIZE,EPOCHS,LR,RELU,DROPOUT,MARGIN,MAX_TEST_ACC,MAX_ZERO_ACC
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.0,0.0,,0.9569,0.657
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.0,,0.96,0.6657
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,1.0,0.0,,0.9594,0.704
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.0,0.0,,0.9569,0.657
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.0,,0.96,0.6657
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.2,0.0,,0.9637,0.589
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.5,0.0,,0.9587,0.7802
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,1.0,0.0,,0.9594,0.704
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.0,0.1,,0.9775,0.742
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.1,,0.9406,0.7045
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.2,0.1,,0.9537,0.79
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.5,0.1,,0.9375,0.72
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,1.0,0.1,,0.9469,0.7578
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.0,0.2,,0.9637,0.6687
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.2,,0.9606,0.7282
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.2,0.2,,0.9513,0.6192
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.5,0.2,,0.9631,0.7815
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,1.0,0.2,,0.9569,0.6312
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.0,0.5,,0.9613,0.7117
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.5,,0.955,0.7585
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.2,0.5,,0.97,0.7133
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.5,0.5,,0.9637,0.664
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,1.0,0.5,,0.9669,0.6945
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.0,0.8,,0.9712,0.8287
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.1,0.8,,0.9569,0.7675
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.2,0.8,,0.9487,0.7087
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,0.5,0.8,,0.9644,0.7478
SoftmaxLoss,other,max,CD,5,0.0,32,10,0.001,1.0,0.8,,0.9694,0.7093
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.0,0.0,,0.9425,0.795
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.1,0.0,,0.9213,0.5755
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.2,0.0,,0.9406,0.6887
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.5,0.0,,0.9519,0.6903
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,1.0,0.0,,0.8881,0.642
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.0,0.1,,0.9431,0.6937
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.1,0.1,,0.9,0.5865
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.2,0.1,,0.8919,0.677
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.5,0.1,,0.9356,0.6285
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,1.0,0.1,,0.9494,0.6282
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.0,0.2,,0.9319,0.6585
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.1,0.2,,0.9294,0.699
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.2,0.2,,0.8744,0.569
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.5,0.2,,0.9144,0.5567
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,1.0,0.2,,0.9469,0.6262
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.0,0.5,,0.9494,0.6558
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.1,0.5,,0.9275,0.5268
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.2,0.5,,0.9381,0.6388
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.5,0.5,,0.9175,0.503
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,1.0,0.5,,0.9075,0.6607
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.0,0.8,,0.9506,0.6617
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.1,0.8,,0.8944,0.5058
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.2,0.8,,0.9325,0.5423
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,0.5,0.8,,0.9475,0.6727
SoftmaxLoss,other,max,CD,6,0.975,32,10,0.001,1.0,0.8,,0.9213,0.7258
